name,review_count,categories,rating,transactions,address,zipcode,display_phone,price,latitude,longitude,borough
Emily,969,American,4.0,"['delivery', 'pickup']","919 Fulton St, Brooklyn, NY 11238",11238,(347) 844-9588,$$,40.68351,-73.96643,Brooklyn
Calyer,59,"Coffee & Tea, Sandwiches, Salad",4.6,"['delivery', 'pickup']","519 Myrtle Ave, Brooklyn, NY 11205",11205,(718) 576-3086,,40.6938,-73.96394,Brooklyn
Il Porto,411,"Pizza, Italian, Breakfast & Brunch",4.2,"['delivery', 'pickup']","37 Washington Ave, Brooklyn, NY 11205",11205,(718) 624-0954,$$,40.697516,-73.967514,Brooklyn
Walter's,667,"New American, Cocktail Bars",4.0,"['delivery', 'pickup']","166 DeKalb Ave, Brooklyn, NY 11217",11217,(718) 488-7800,$$,40.6894111633301,-73.973258972168,Brooklyn
Tiger Box,82,Korean,4.4,"['delivery', 'pickup']","169 Park Ave, Brooklyn, NY 11205",11205,(646) 320-1177,$,40.6963379,-73.972758,Brooklyn
Nobody Told Me,18,"Cocktail Bars, American",4.7,"['delivery', 'pickup']","188 Front St, Brooklyn, NY 11201",11201,,,40.70225697182919,-73.9849383,Brooklyn
U-gu,203,"Sushi Bars, Japanese",4.4,"['delivery', 'pickup']","541 Myrtle Ave, Ste B, Brooklyn, NY 11205",11205,(718) 857-0222,$$,40.69393,-73.96284,Brooklyn
Antidote,548,"Cocktail Bars, Dim Sum, Szechuan",4.6,"['delivery', 'pickup']","66 S 2nd St, Brooklyn, NY 11249",11249,(718) 782-2585,$$,40.714186,-73.965493,
Thai Holic,564,"Thai, Salad",4.5,"['delivery', 'pickup']","372 Myrtle Ave, Brooklyn, NY 11205",11205,(718) 222-9992,$$,40.693005,-73.971286,Brooklyn
Place des Fêtes,74,"Wine Bars, Seafood",4.4,[],"212 Greene Ave, Brooklyn, NY 11238",11238,(718) 857-0101,,40.68682531810575,-73.962869,Brooklyn
Los Dos Hermanos,47,"Tapas Bars, Mexican",3.4,"['delivery', 'pickup']","266 Carlton Ave, Brooklyn, NY 11205",11205,(347) 457-5503,,40.6897589190199,-73.97237462897537,Brooklyn
Sunday In Brooklyn,1449,"New American, Breakfast & Brunch, Cocktail Bars",4.0,"['delivery', 'pickup']","348 Wythe Ave, Brooklyn, NY 11249",11249,(347) 222-6722,$$,40.714181240175115,-73.96532809508915,
Putnam's Pub & Cooker,533,"Gastropubs, New American, Pubs",3.7,"['delivery', 'pickup']","419 Myrtle Ave, Brooklyn, NY 11205",11205,(347) 799-2382,$$,40.693321,-73.969045,Brooklyn
Farmer In the Deli,261,"Delis, Sandwiches",4.4,"['delivery', 'pickup']","357 Myrtle Ave, Brooklyn, NY 11205",11205,(718) 875-9067,$$,40.69333,-73.97172,Brooklyn
Gair,10,"Cocktail Bars, Burgers, American",5.0,[],"41 Washington St, Brooklyn, NY 11201",11201,(718) 233-2595,,40.703113254983855,-73.98941429999999,Brooklyn
Glin Thai Bistro,147,"Thai, Asian Fusion",4.7,"['delivery', 'pickup']","330 Myrtle Ave, Brooklyn, NY 11205",11205,(347) 987-4100,,40.69315,-73.97328,Brooklyn
Mama Lee - Williamsburg,110,"Taiwanese, Chinese",4.5,[],"66 Grand St, Brooklyn, NY 11249",11249,(718) 683-9820,,40.715591,-73.9649236,
Mekong BK,109,Vietnamese,3.8,"['delivery', 'pickup']","250 Dekalb Ave, Brooklyn, NY 11205",11205,(347) 987-3712,$$,40.6892852945551,-73.968862183392,Brooklyn
Mesiba,88,"Cocktail Bars, Middle Eastern, Mediterranean",4.3,"['delivery', 'pickup']","353 Bedford Ave, Brooklyn, NY 11211",11211,,,40.711737904737646,-73.96294298685073,Brooklyn
Gertrude's,66,"New American, Bars, Salad",4.1,[],"605 Carlton Ave, Brooklyn, NY 11238",11238,(718) 269-0043,,40.679053715098085,-73.9715398,Brooklyn
Holy Pita,94,"Middle Eastern, Falafel, Beer Bar",4.9,"['delivery', 'pickup']","10 Clermont Ave, Brooklyn, NY 11205",11205,(929) 298-0024,,40.697536,-73.972058,Brooklyn
Celestine,335,"Mediterranean, Diners, Cocktail Bars",3.9,['delivery'],"1 John St, Brooklyn, NY 11201",11201,(718) 522-5356,$$$,40.704676,-73.987975,Brooklyn
Pecking House,212,"Chicken Shop, New American, Taiwanese",4.1,"['delivery', 'pickup']","244 Flatbush Ave, Brooklyn, NY 11217",11217,(718) 269-3452,$$,40.6796443,-73.97457729999999,Brooklyn
JJ Kitchen,37,Chinese,4.5,"['delivery', 'pickup']","475 B Myrtle Ave, Brooklyn, NY 11205",11205,(718) 636-0468,,40.69354,-73.96627,Brooklyn
Third Falcon,8,"Basque, French",4.6,[],"360 Myrtle Ave, Brooklyn, NY 11205",11205,(929) 545-1324,,40.693034564043465,-73.97198116304652,Brooklyn
Cafe Gitane,37,"Moroccan, French, Breakfast & Brunch",4.2,"['delivery', 'pickup']","70 Hudson Ave, Brooklyn, NY 11201",11201,(929) 387-8229,,40.7028272982236,-73.9812811999999,Brooklyn
The Four Horsemen,379,"Wine Bars, New American",4.4,[],"295 Grand St, Brooklyn, NY 11211",11211,(718) 599-4900,$$,40.71305,-73.95732,Brooklyn
Otis,580,"New American, Cocktail Bars",4.8,"['delivery', 'pickup']","18 Harrison Pl, Brooklyn, NY 11206",11206,(646) 886-0601,$$$,40.706011,-73.932598,Brooklyn
Win Son,823,"Taiwanese, New American",4.2,['delivery'],"159 Graham Ave, Brooklyn, NY 11206",11206,(347) 457-6010,$$,40.70747,-73.94339,Brooklyn
Pomp and Circumstance,192,"Italian, Mediterranean, Middle Eastern",4.9,"['delivery', 'pickup']","577 Lorimer St, Brooklyn, NY 11211",11211,(718) 387-4861,$$$,40.71427259634444,-73.9496365,Brooklyn
Nowon Bushwick,121,"Korean, New American, Cocktail Bars",4.4,[],"436 Jefferson St, Brooklyn, NY 11237",11237,(718) 971-9636,,40.70741599999999,-73.9228973,Brooklyn
Ammazzacaffè,369,"Cocktail Bars, Italian, Wine Bars",4.3,"['delivery', 'pickup']","702 Grand St, Brooklyn, NY 11211",11211,(929) 250-2875,$$,40.7113172,-73.9446243,Brooklyn
Roberta's,3401,"Pizza, Italian",4.0,"['delivery', 'pickup']","261 Moore St, Brooklyn, NY 11206",11206,(718) 417-1118,$$,40.70493,-73.93399,Brooklyn
Tabaré,107,Latin American,4.4,"['delivery', 'pickup']","1006 Flushing Ave, Brooklyn, NY 11237",11237,(347) 318-3885,$$,40.703785,-73.930765,Brooklyn
Sweet Anaelle,16,"Cocktail Bars, Latin American, Wine Bars",4.4,"['delivery', 'pickup']","97 Jefferson St, Brooklyn, NY 11206",11206,(347) 240-2288,,40.69928513795242,-73.93197347259591,Brooklyn
The Monkey King,201,"Chinese, Asian Fusion, Bangladeshi",4.5,"['delivery', 'pickup']","1329 Willoughby Ave, Brooklyn, NY 11237",11237,(929) 489-3800,$$,40.7064711,-73.9209643,Brooklyn
The Four Horsemen,379,"Wine Bars, New American",4.4,[],"295 Grand St, Brooklyn, NY 11211",11211,(718) 599-4900,$$,40.71305,-73.95732,Brooklyn
Formosa,35,Taiwanese,4.2,"['delivery', 'pickup']","144 Evergreen Ave, Brooklyn, NY 11206",11206,(347) 365-2539,,40.69924991425497,-73.93156809999999,Brooklyn
Tulum Brooklyn,14,"Tacos, Chicken Wings, Cocktail Bars",4.4,[],"1056 Broadway, New York, NY 11221",11221,,,40.694814,-73.931798,Brooklyn
Sally’s,86,"Caribbean, Breakfast & Brunch, Cocktail Bars",4.2,"['delivery', 'pickup']","151 Tompkins Ave, Brooklyn, NY 11206",11206,,,40.694143,-73.945805,Brooklyn
Casa Ora,295,"Venezuelan, Cocktail Bars, Venues & Event Spaces",4.3,"['delivery', 'pickup']","148 Meserole St, Ste 1, Brooklyn, NY 11206",11206,(718) 223-3116,$$$,40.7078529,-73.9437707,Brooklyn
K'Far - Brooklyn,201,"Breakfast & Brunch, Bagels, Middle Eastern",4.5,[],"97 Wythe Ave, Brooklyn, NY 11249",11249,(718) 215-7100,$$,40.720809,-73.958752,
Winona's,60,American,4.6,"['delivery', 'pickup']","676 Flushing Ave, Brooklyn, NY 11206",11206,(718) 388-4900,,40.700038,-73.945787,Brooklyn
Maloya,17,"French, Cajun/Creole, Cocktail Bars",4.7,"['delivery', 'pickup']","983 Flushing Ave, Brooklyn, NY 11206",11206,(718) 290-9925,,40.70309758002365,-73.9333874,Brooklyn
Tora,21,"Izakaya, Cocktail Bars, Ramen",4.3,"['delivery', 'pickup']","242 Himrod St, Brooklyn, NY 11237",11237,(929) 554-4996,,40.699957,-73.91978,Brooklyn
Cafe Mogador,1520,"Moroccan, Breakfast & Brunch, Mediterranean",4.4,"['delivery', 'pickup']","133 Wythe Ave, Brooklyn, NY 11211",11211,(718) 486-9222,$$$,40.719747,-73.959993,Brooklyn
The Brooklyn Tree,231,"Comfort Food, New American, Breakfast & Brunch",4.4,"['delivery', 'pickup']","188 Montrose Ave, Brooklyn, NY 11206",11206,(917) 909-0307,$$,40.70734,-73.94186,Brooklyn
Montesacro Pinseria Brooklyn,303,"Italian, Pizza, Bars",4.4,"['delivery', 'pickup']","432 Union Ave, Brooklyn, NY 11211",11211,(347) 916-1062,$$,40.71338,-73.95136,Brooklyn
Sweet Science,709,"Bars, Burgers, New American",3.7,"['delivery', 'pickup']","135 Graham Ave, Brooklyn, NY 11206",11206,(347) 763-0872,$$,40.7063841819763,-73.9431119710207,Brooklyn
Testo,258,"Italian, Gluten-Free, Breakfast & Brunch",4.4,"['delivery', 'pickup']","141 Leonard St, Brooklyn, NY 11206",11206,(718) 388-4810,$$,40.708337,-73.946965,Brooklyn
Eyval,163,"Persian/Iranian, Tapas/Small Plates, Cocktail Bars",4.4,[],"25 Bogart St, Brooklyn, NY 11206",11206,(929) 339-0438,$$$,40.70413,-73.93309,Brooklyn
Baby Blues Luncheonette,94,Greek,4.1,[],"97 Montrose Ave, Brooklyn, NY 11206",11206,,,40.707315,-73.945808,Brooklyn
Forever Thai,215,Thai,4.4,"['delivery', 'pickup']","1031 Flushing Ave, Brooklyn, NY 11237",11237,(347) 599-0277,$$,40.7039938,-73.9310911,Brooklyn
Little Mo,421,"Sandwiches, Asian Fusion, Vietnamese",4.1,"['pickup', 'delivery']","1158 Myrtle Ave, Brooklyn, NY 11221",11221,(929) 210-8100,$$,40.69701,-73.93368,Brooklyn
Skytown,302,"New American, Bars, Cafes",4.0,['pickup'],"921 Broadway, Brooklyn, NY 11206",11206,(347) 435-3252,$$,40.6976048354338,-73.9360729407192,Brooklyn
Sobre Masa,66,"Mexican, Cocktail Bars",4.3,['restaurant_reservation'],"52 Harrison Pl, Brooklyn, NY 11237",11237,(347) 844-2343,,40.706308,-73.931362,Brooklyn
La Isla Cuchifritos,91,"Spanish, Puerto Rican, Latin American",3.9,"['delivery', 'pickup']","6 Graham Ave, Brooklyn, NY 11206",11206,(718) 388-4666,$,40.70099,-73.94199,Brooklyn
Fukurou Brooklyn,71,Ramen,4.5,"['delivery', 'pickup']","105 Wilson Ave, New York, NY 11237",11237,(347) 240-1637,$$,40.70154,-73.92694,Brooklyn
Cafe Ornithology,5,"Jazz & Blues, Bars, Mediterranean",4.8,[],"1037 Broadway, Brooklyn, NY 11221",11221,,,40.69544590169508,-73.93218259999999,Brooklyn
Le Crocodile,321,"French, Wine Bars, Cocktail Bars",4.3,['delivery'],"80 Wythe Ave, Brooklyn, NY 11249",11249,(718) 460-8004,,40.72191,-73.957873,
Tong,189,"Thai, Bars, Tapas/Small Plates",4.4,"['delivery', 'pickup']","321 Starr St, Brooklyn, NY 11237",11237,(718) 366-0586,,40.70788411187043,-73.92058168413449,Brooklyn
Honey's,68,"Cocktail Bars, Wine Tasting Room, Italian",4.0,"['delivery', 'pickup']","93 Scott Ave, Brooklyn, NY 11237",11237,(347) 669-1473,$$,40.71046,-73.923204,Brooklyn
Yia Yia's Taverna,340,Greek,4.7,"['delivery', 'pickup']","1035 Flushing Ave, Brooklyn, NY 11237",11237,(718) 821-5900,,40.70401,-73.93086,Brooklyn
Okonomi,564,"Japanese, Seafood",4.3,"['delivery', 'pickup']","150 Ainslie St, Brooklyn, NY 11211",11211,(929) 295-0480,$$$,40.712622,-73.9487843,Brooklyn
Mothers Seafood & More,2,"Seafood, Soul Food, Caribbean",3.5,"['delivery', 'pickup']","59 Graham Ave, Brooklyn, NY 11206",11206,(212) 380-1533,,40.703554,-73.942863,Brooklyn
Native,50,"Lounges, African",3.9,"['delivery', 'pickup']","911 Broadway, Brooklyn, NY 11206",11206,,,40.69787,-73.9363,Brooklyn
The Graham,135,"Cocktail Bars, Sandwiches, Burgers",3.9,"['delivery', 'restaurant_reservation', 'pickup']","151 Meserole St, Brooklyn, NY 11206",11206,(718) 388-4682,$,40.7082405,-73.9431381,Brooklyn
Sunday In Brooklyn,1449,"New American, Breakfast & Brunch, Cocktail Bars",4.0,"['delivery', 'pickup']","348 Wythe Ave, Brooklyn, NY 11249",11249,(347) 222-6722,$$,40.714181240175115,-73.96532809508915,
Antidote,548,"Cocktail Bars, Dim Sum, Szechuan",4.6,"['delivery', 'pickup']","66 S 2nd St, Brooklyn, NY 11249",11249,(718) 782-2585,$$,40.714186,-73.965493,
Lohi Roof Top Bar,33,"Cocktail Bars, American",4.0,['delivery'],"314 Scholes St, Brooklyn, NY 11206",11206,(347) 566-3662,,40.70944478715092,-73.93548832551677,Brooklyn
Recette,151,"French, New American",4.6,"['delivery', 'pickup']","103 Havemeyer St, Brooklyn, NY 11211",11211,(347) 227-8829,,40.71326399774355,-73.95637202012806,Brooklyn
Taste of Heaven,301,Soul Food,4.7,"['pickup', 'delivery']","251 Jackson St, Brooklyn, NY 11211",11211,(718) 576-3146,$$,40.717115,-73.940613,Brooklyn
Mominette,812,"French, Cocktail Bars, Breakfast & Brunch",4.0,"['pickup', 'delivery']","221 Knickerbocker Ave, Brooklyn, NY 11237",11237,(929) 234-2941,$$,40.703252,-73.925889,Brooklyn
Marcela's Tapas & Fusion Cuisine,23,"Tapas Bars, Wine Bars",4.8,"['delivery', 'pickup']","173 Montrose Ave, New York, NY 11206",11206,(347) 223-4489,,40.7076142659407,-73.9422541,Brooklyn
Claudia's,226,"Bars, Breakfast & Brunch, Latin American",4.4,"['delivery', 'pickup']","39 Bushwick Ave, Brooklyn, NY 11211",11211,(347) 987-3402,$$,40.713577,-73.941176,Brooklyn
Warique Garden,24,Peruvian,4.5,"['delivery', 'pickup']","181 Graham Ave, Brooklyn, NY 11206",11206,(718) 885-4334,,40.70824,-73.94351,Brooklyn
Bushniwa,307,"Japanese, Sushi Bars, Asian Fusion",4.2,"['pickup', 'delivery', 'restaurant_reservation']","250 Varet St, Brooklyn, NY 11206",11206,(718) 386-8886,$$,40.70397,-73.93344,Brooklyn
Doublé,16,"Cocktail Bars, Comfort Food",4.5,"['delivery', 'pickup']","1332 Halsey St, Brooklyn, NY 11237",11237,(914) 249-9525,,40.69468,-73.90625,Brooklyn
Father Knows Best,468,"Bars, Cafes",4.1,"['delivery', 'pickup']","611A Wilson Ave, Brooklyn, NY 11207",11207,(718) 975-6840,$$,40.6901735,-73.9069755,Brooklyn
Cachapas Brooklyn,172,Venezuelan,4.4,"['delivery', 'pickup']","2311 Pitkin Ave, Brooklyn, NY 11207",11207,(718) 484-4715,$,40.673444,-73.887088,Brooklyn
Mr Fire Bar & Grill,4,"Spanish, Bars, Sushi Bars",4.8,"['delivery', 'pickup', 'restaurant_reservation']","3175 Fulton St, Brooklyn, NY 11208",11208,(718) 827-1717,,40.68222,-73.877637,Brooklyn
Tulum Brooklyn,14,"Tacos, Chicken Wings, Cocktail Bars",4.4,[],"1056 Broadway, New York, NY 11221",11221,,,40.694814,-73.931798,Brooklyn
The Deep End,53,"Bars, New American, Mexican",4.5,"['delivery', 'pickup']","1080 Wyckoff Ave, Ridgewood, NY 11385",11385,(347) 689-4996,$$,40.6944210364308,-73.9022258678353,Queens
Trad Room,197,"Japanese, Sushi Bars, Cocktail Bars",4.3,"['delivery', 'pickup']","266 Malcolm X Blvd, Brooklyn, NY 11233",11233,(347) 240-5760,$$$,40.68391,-73.929419,Brooklyn
The Steel Mill,28,"Cocktail Bars, Mexican",4.2,"['delivery', 'pickup']","1363 Bushwick Ave, Brooklyn, NY 11207",11207,(347) 529-7494,,40.6854018910904,-73.9108926057816,Brooklyn
Vera's,4,Southern,4.3,[],"424 Sutter Ave, Brooklyn, NY 11212",11212,(929) 346-5360,,40.667992,-73.903184,Brooklyn
Barchaa Peruvian Fusion Cuisine,150,"Latin American, Spanish, Dominican",3.9,"['delivery', 'pickup']","567 Wilson Ave, Brooklyn, NY 11207",11207,(347) 405-6745,$$,40.691251638302,-73.9088140866205,Brooklyn
The Monkey King,201,"Chinese, Asian Fusion, Bangladeshi",4.5,"['delivery', 'pickup']","1329 Willoughby Ave, Brooklyn, NY 11237",11237,(929) 489-3800,$$,40.7064711,-73.9209643,Brooklyn
Casa Maya,24,"Mexican, Cocktail Bars, Dance Clubs",4.1,"['delivery', 'pickup']","1264 Myrtle Ave, Brooklyn, NY 11221",11221,(347) 591-8751,,40.69788604703111,-73.92679590207989,Brooklyn
Bonao Bar & Grill,99,Spanish,3.5,"['delivery', 'pickup']","123 Jamaica Ave, Brooklyn, NY 11207",11207,(718) 346-0285,$$$,40.679042,-73.895876,Brooklyn
Salud Bar & Grill,369,"Latin American, Beer Bar",3.9,"['delivery', 'pickup']","1413 Bushwick Ave, Brooklyn, NY 11207",11207,(347) 365-7257,$$,40.6846559,-73.9090595,Brooklyn
Savannah Spiced,56,"Caribbean, Bars",3.8,['restaurant_reservation'],"158 Utica Ave, Brooklyn, NY 11213",11213,(718) 484-7758,$$,40.673584,-73.930886,Brooklyn
Otis,580,"New American, Cocktail Bars",4.8,"['delivery', 'pickup']","18 Harrison Pl, Brooklyn, NY 11206",11206,(646) 886-0601,$$$,40.706011,-73.932598,Brooklyn
Pan,80,Pizza,4.9,"['delivery', 'pickup']","1563 Decatur St, Ridgewood, NY 11385",11385,(718) 885-4126,,40.69415,-73.90232,Queens
Rolo's,386,"Sandwiches, New American, Cocktail Bars",4.4,[],"853 Onderdonk Ave, Ridgewood, NY 11385",11385,(718) 417-6567,$$$,40.70195477148232,-73.903537,Queens
LunÀtico,168,"Cocktail Bars, Tapas/Small Plates, Music Venues",4.3,['delivery'],"486 Halsey St, Brooklyn, NY 11233",11233,(718) 513-0339,$$,40.6834345006833,-73.9346118563989,Brooklyn
Money Cat Vietnamese American,142,Vietnamese,4.2,"['delivery', 'pickup']","554 Wilson Ave, Brooklyn, NY 11207",11207,(929) 397-3411,$$,40.690851,-73.90883,Brooklyn
Brooklyn Blend - Livonia,52,"Coffee & Tea, New American, Juice Bars & Smoothies",4.5,"['delivery', 'pickup']","601 Livonia Ave, Brooklyn, NY 11207",11207,(718) 954-9170,$$,40.6646797422416,-73.8948551492441,Brooklyn
The Munchies,11,"Chicken Wings, Halal, Sandwiches",4.5,"['delivery', 'pickup']","1747 Fulton St, New York, NY 11233",11233,(929) 705-1263,,40.679705,-73.929172,Brooklyn
Mr Taco,4,Mexican,3.5,"['delivery', 'pickup']","54 Rockaway Ave, Brooklyn, NY 11233",11233,(517) 442-6888,,40.68187,-73.91169,Brooklyn
Diner By Izakaya,4,"Japanese, Food Trucks, Sandwiches",4.0,"['delivery', 'pickup']","56-06 Cooper Ave, Ridgewood, NY 11385",11385,(347) 523-8535,,40.69259,-73.90144,Queens
Julia's,294,"Bars, New American",4.6,"['delivery', 'pickup']","818 Woodward Ave, Ridgewood, NY 11385",11385,(917) 909-1314,$$,40.703143,-73.902956,Queens
Dream House Bklyn,1,"Asian Fusion, Latin American, Lounges",5.0,[],"194 Ralph Ave, New York, NY 11233",11233,(347) 365-9179,,40.68304078695884,-73.92289319999999,Brooklyn
The Ten Bells,40,"Wine Bars, Seafood",4.1,[],"65 Irving Ave, Brooklyn, NY 11237",11237,,,40.70460372870194,-73.92394553953298,Brooklyn
Tabbouleh,44,"Mediterranean, Salad, Middle Eastern",4.7,"['delivery', 'pickup']","157 Central Ave, Brooklyn, NY 11221",11221,(718) 673-8301,,40.69921,-73.92689,Brooklyn
Cheri's Bedstuy,136,"Southern, Seafood, Breakfast & Brunch",4.1,"['delivery', 'pickup']","216 Malcolm X Blvd, Brooklyn, NY 11221",11221,(917) 545-3218,$$,40.68585,-73.92978,Brooklyn
Daily Press Coffee and Bar,106,"Coffee & Tea, Bars, Breakfast & Brunch",4.2,['delivery'],"38 Somers St, Brooklyn, NY 11233",11233,(347) 442-1410,$,40.67871,-73.91074,Brooklyn
Tora,21,"Izakaya, Cocktail Bars, Ramen",4.3,"['delivery', 'pickup']","242 Himrod St, Brooklyn, NY 11237",11237,(929) 554-4996,,40.699957,-73.91978,Brooklyn
Maya Fusion Cafe,81,Mexican,4.2,"['delivery', 'pickup']","1337 Bushwick Ave, Brooklyn, NY 11207",11207,(718) 484-4128,$$,40.68601,-73.9116,Brooklyn
Ghetto Shack Restaurant,12,Caribbean,4.3,[],"9320 Avenue L, New York, NY 11236",11236,(347) 587-5819,,40.63696,-73.8977,Brooklyn
L'Antagoniste,364,"French, Breakfast & Brunch, Wine Bars",4.4,"['delivery', 'pickup']","238 Malcolm X Blvd, Brooklyn, NY 11221",11221,(917) 966-5300,$$$,40.68501,-73.92961,Brooklyn
Mominette,812,"French, Cocktail Bars, Breakfast & Brunch",4.0,"['pickup', 'delivery']","221 Knickerbocker Ave, Brooklyn, NY 11237",11237,(929) 234-2941,$$,40.703252,-73.925889,Brooklyn
Santa Panza,252,"Pizza, Italian, Breakfast & Brunch",4.5,"['delivery', 'pickup']","1079 Broadway, Brooklyn, NY 11221",11221,(347) 413-9695,$$,40.6947,-73.93068,Brooklyn
Tropical Taste,10,Caribbean,4.5,"['delivery', 'pickup']","233 Livonia Ave, Brooklyn, NY 11212",11212,(347) 404-6550,,40.6626490423652,-73.9092024779099,Brooklyn
La Ruta Del Taco,41,"Tacos, Salad",4.3,"['delivery', 'pickup']","92 18 Jamaica Ave, Queens, NY 11421",11421,(347) 561-5677,,40.69332556708993,-73.85251330352406,Queens
Xocolatte Bushwick,2,"Coffee & Tea, Mexican",5.0,"['delivery', 'pickup']","513 Wilson Ave, Brooklyn, NY 11221",11221,(929) 257-4880,,40.69225742195315,-73.91063053270649,Brooklyn
Festac Grill,35,African,4.2,['delivery'],"263 Hendrix St, Brooklyn, NY 11207",11207,(347) 627-5151,$$,40.6757317,-73.8899689,Brooklyn
Nowon Bushwick,121,"Korean, New American, Cocktail Bars",4.4,[],"436 Jefferson St, Brooklyn, NY 11237",11237,(718) 971-9636,,40.70741599999999,-73.9228973,Brooklyn
Wiener Bar,2,German,5.0,"['delivery', 'pickup']","1539 Covert St, Queens, NY 11385",11385,(361) 739-8400,,40.695,-73.90433,Queens
Macosa Trattoria,90,"Italian, Comfort Food",4.5,"['delivery', 'pickup']","310 Tompkins Ave, Brooklyn, NY 11216",11216,(646) 574-7866,,40.6872641,-73.9449562,Brooklyn
Klom Klorm,503,Thai,4.4,"['delivery', 'pickup']","181 Wyckoff Ave, Brooklyn, NY 11237",11237,(718) 489-9188,$$,40.70318,-73.91701,Brooklyn
Forever Thai,215,Thai,4.4,"['delivery', 'pickup']","1031 Flushing Ave, Brooklyn, NY 11237",11237,(347) 599-0277,$$,40.7039938,-73.9310911,Brooklyn
Saraghina Pizzeria,1081,"Pizza, Italian, Bars",3.9,['delivery'],"350 Lewis Ave, Brooklyn, NY 11233",11233,(718) 574-0010,$$,40.6837407,-73.9353473,Brooklyn
Brooklyn Chckn N Lbstr,18,"Fish & Chips, Seafood, Soul Food",3.1,"['delivery', 'pickup']","446 Mother Gaston Blvd, New York, NY 11212",11212,(347) 350-8738,,40.66818,-73.90665,Brooklyn
Pita Point,212,Middle Eastern,4.9,['delivery'],"508 Marion St, Brooklyn, NY 11233",11233,(347) 414-5570,,40.68199303049906,-73.909196157671,Brooklyn
Brooklyn Residency,36,Cafes,3.8,"['delivery', 'pickup']","346 Malcolm X Blvd, Brooklyn, NY 11233",11233,,,40.680938,-73.928912,Brooklyn
Sweet Anaelle,16,"Cocktail Bars, Latin American, Wine Bars",4.4,"['delivery', 'pickup']","97 Jefferson St, Brooklyn, NY 11206",11206,(347) 240-2288,,40.69928513795242,-73.93197347259591,Brooklyn
Doublé,16,"Cocktail Bars, Comfort Food",4.5,"['delivery', 'pickup']","1332 Halsey St, Brooklyn, NY 11237",11237,(914) 249-9525,,40.69468,-73.90625,Brooklyn
Father Knows Best,468,"Bars, Cafes",4.1,"['delivery', 'pickup']","611A Wilson Ave, Brooklyn, NY 11207",11207,(718) 975-6840,$$,40.6901735,-73.9069755,Brooklyn
Mr Fire Bar & Grill,4,"Spanish, Bars, Sushi Bars",4.8,"['delivery', 'pickup', 'restaurant_reservation']","3175 Fulton St, Brooklyn, NY 11208",11208,(718) 827-1717,,40.68222,-73.877637,Brooklyn
Cachapas Brooklyn,172,Venezuelan,4.4,"['delivery', 'pickup']","2311 Pitkin Ave, Brooklyn, NY 11207",11207,(718) 484-4715,$,40.673444,-73.887088,Brooklyn
The Deep End,53,"Bars, New American, Mexican",4.5,"['delivery', 'pickup']","1080 Wyckoff Ave, Ridgewood, NY 11385",11385,(347) 689-4996,$$,40.6944210364308,-73.9022258678353,Queens
Nana's,57,Breakfast & Brunch,4.4,[],"164-26 Cross Bay Blvd, Howard Beach, NY 11414",11414,(917) 994-2454,$$,40.64992798180154,-73.83794166276321,Queens
The Monkey King,201,"Chinese, Asian Fusion, Bangladeshi",4.5,"['delivery', 'pickup']","1329 Willoughby Ave, Brooklyn, NY 11237",11237,(929) 489-3800,$$,40.7064711,-73.9209643,Brooklyn
Vera's,4,Southern,4.3,[],"424 Sutter Ave, Brooklyn, NY 11212",11212,(929) 346-5360,,40.667992,-73.903184,Brooklyn
Brooklyn Blend - Livonia,52,"Coffee & Tea, New American, Juice Bars & Smoothies",4.5,"['delivery', 'pickup']","601 Livonia Ave, Brooklyn, NY 11207",11207,(718) 954-9170,$$,40.6646797422416,-73.8948551492441,Brooklyn
Bruno's Ristorante,361,Italian,4.4,['delivery'],"158-22A Crossbay Blvd, Howard Beach, NY 11414",11414,(718) 322-7866,$$,40.66006127265407,-73.84037893911108,Queens
The Steel Mill,28,"Cocktail Bars, Mexican",4.2,"['delivery', 'pickup']","1363 Bushwick Ave, Brooklyn, NY 11207",11207,(347) 529-7494,,40.6854018910904,-73.9108926057816,Brooklyn
La Ruta Del Taco,41,"Tacos, Salad",4.3,"['delivery', 'pickup']","92 18 Jamaica Ave, Queens, NY 11421",11421,(347) 561-5677,,40.69332556708993,-73.85251330352406,Queens
Pan,80,Pizza,4.9,"['delivery', 'pickup']","1563 Decatur St, Ridgewood, NY 11385",11385,(718) 885-4126,,40.69415,-73.90232,Queens
Bonao Bar & Grill,99,Spanish,3.5,"['delivery', 'pickup']","123 Jamaica Ave, Brooklyn, NY 11207",11207,(718) 346-0285,$$$,40.679042,-73.895876,Brooklyn
The Local Press,270,"Salad, Burgers, Sandwiches",4.4,"['delivery', 'pickup']","92-15 Rockaway Blvd, Ozone Park, NY 11417",11417,(718) 323-8800,$$,40.68148235856385,-73.84694375767234,Queens
Barchaa Peruvian Fusion Cuisine,150,"Latin American, Spanish, Dominican",3.9,"['delivery', 'pickup']","567 Wilson Ave, Brooklyn, NY 11207",11207,(347) 405-6745,$$,40.691251638302,-73.9088140866205,Brooklyn
Lindenwood Diner & Restaurant,470,"Diners, New American",4.0,['delivery'],"2870 Linden Blvd, Brooklyn, NY 11208",11208,(718) 235-6343,$$,40.66989,-73.85758,Brooklyn
