name,review_count,categories,rating,address,zipcode,display_phone,latitude,longitude,borough
Retro Fitness,13,Gyms,2.3,"1231 Edward L Grant Hwy, Bronx, NY 10452",10452,(917) 688-1669,40.83676,-73.92256,The Bronx
Pilates In The Heights,7,Pilates,4.7,"New York, NY 10032",10032,(212) 568-4907,40.8393335545521,-73.9430522918701,Manhattan
Liberated Fitness,13,Gyms,4.5,"1005 Columbus Ave, New York, NY 10025",10025,(857) 891-6133,40.8013887,-73.9611277,Manhattan
Momentum Fitness,57,"Physical Therapy, Trainers, Gyms",4.9,"246 Columbus Ave, New York, NY 10023",10023,(917) 426-3492,40.777197,-73.979328,Manhattan
Blink Fitness - 125th,148,"Gyms, Trainers",2.9,"301 W 125th St, New York, NY 10027",10027,(646) 253-9700,40.81054,-73.951461,Manhattan
Harlem Cycle,99,Cycling Classes,5.0,"2350 Adam Clayton Powell Blvd, New York, NY 10030",10030,(646) 389-0564,40.8171734,-73.9427542,Manhattan
UpDog Studios - Harlem,85,"Yoga, Pilates",4.6,"501 W 145th St, Fl 3, New York, NY 10031",10031,(914) 996-7071,40.8256813556195,-73.9481024793457,Manhattan
Columbia University Dodge Fitness Center,51,"Trainers, Gyms, Swimming Pools",2.0,"Columbia University, 3030 Broadway, New York, NY 10027",10027,(212) 854-2546,40.810399,-73.962067,Manhattan
Brutalboxx Crossfit Boogiedown,5,Gyms,5.0,"1753 Jerome Ave, Bronx, NY 10453",10453,(718) 629-8741,40.84807,-73.91232,The Bronx
Tatequieto Boxing,2,Boxing,5.0,"1082 Woodycrest Ave, ste 1B, Bronx, NY 10452",10452,(347) 208-1657,40.83457708,-73.9264322,The Bronx
24 Hour Fitness - Englewood Cliffs,89,"Gyms, Trainers",2.6,"150 Sylvan Ave, Englewood Cliffs, NJ 07632",7632,(201) 408-0029,40.8701447208896,-73.95680776990585,
Planet Fitness,69,"Gyms, Trainers",2.6,"82 W 225th St, Bronx, NY 10463",10463,(718) 933-9300,40.873995472826856,-73.90939776114762,The Bronx
Belles Fitness,0,Fitness & Instruction,0.0,"600 W 146th St, New York, NY 10031",10031,(646) 783-8231,40.8270748,-73.9503789,Manhattan
Soul Fit NYC,1,"Trainers, Yoga, Massage",5.0,"New York, NY 10031",10031,(646) 295-5907,40.8268890380859,-73.9496231079102,Manhattan
HIIT Man Fitness,0,"Boot Camps, Weight Loss Centers, Trainers",0.0,"500 W 160th St, New York, NY 10032",10032,(917) 409-8544,40.83485,-73.9412,Manhattan
Hurricane Fitness,2,"Trainers, Nutritionists",5.0,"226 W 141st St 2A, New York, NY 10030",10030,(212) 498-9034,40.81975,-73.94275,Manhattan
Blink Fitness - The Hub,15,"Gyms, Trainers",3.3,"570 Melrose Ave, Bronx, NY 10455",10455,(347) 338-6459,40.816788264688,-73.91718841383113,The Bronx
Urban Yoga Foundation,18,"Yoga, Community Service/Non-Profit",4.7,"549 W 152nd St, New York, NY 10031",10031,(917) 710-5437,40.830655,-73.946389,Manhattan
Inwood Boxing Academy,1,"Boxing, Trainers",1.0,"5500 Broadway, Bronx, NY 10463",10463,(212) 304-1043,40.87686,-73.90603,The Bronx
The Ultimate 4th,2,"Interval Training Gyms, Boxing, Trainers",5.0,"2901 3rd Ave, The Bronx, NY 10455",10455,(718) 928-7650,40.8172959116761,-73.9163834229112,The Bronx
Riverside Pilates,10,Pilates,5.0,"121 Lasalle St, Manhattan, NY 10027",10027,(646) 431-5098,40.814296,-73.960122,Manhattan
Hua Kang Qi-Gong & Tui-Na,92,"Massage, Qi Gong, Tui Na",4.0,"723B W 181st St, New York, NY 10033",10033,(212) 781-5888,40.8506984985141,-73.9368927933219,Manhattan
Retro Fitness,41,"Gyms, Trainers, Juice Bars & Smoothies",4.0,"2 Executive Dr, Fort Lee, NJ 07024",7024,(201) 944-9495,40.86551,-73.97278,
Studio In The Heights,14,"Trainers, Barre Classes",4.7,"500 Fort Washington Ave, New York, NY 10033",10033,(917) 521-1454,40.851788,-73.937576,Manhattan
Blink Fitness - Washington Heights,70,"Gyms, Trainers",2.7,"4200 Broadway, Ste 1.3, New York, NY 10033",10033,(347) 338-6465,40.848562,-73.936941,Manhattan
187Fitness,4,"Gyms, Boxing",5.0,"4470 Broadway, Ste 1, New York, NY 10040",10040,(646) 281-7085,40.8571,-73.93222,Manhattan
Planet Fitness,59,"Gyms, Trainers",2.5,"4168 Broadway, New York, NY 10033",10033,(646) 216-3150,40.84730727908387,-73.93780419517168,Manhattan
YM & YWHA of Washington Heights & Inwood,3,"Gyms, Preschools, Summer Camps",5.0,"54 Nagle Ave, New York, NY 10040",10040,(212) 569-6200,40.860161,-73.929499,Manhattan
Drip Sweat,10,"Juice Bars & Smoothies, Trainers, Circuit Training Gyms",5.0,"2178 Amsterdam Ave, New York, NY 10032",10032,(917) 265-8143,40.8398296,-73.9371705,Manhattan
Planet Fitness,101,"Gyms, Trainers",2.4,"3799 Broadway, New York, NY 10032",10032,(212) 336-0830,40.83462110833547,-73.94491394290192,Manhattan
Uptown Movement ,2,"Circuit Training Gyms, Yoga, Trainers",5.0,"219 Sherman Ave, New York, NY 10034",10034,(646) 893-8997,40.86546,-73.92044,Manhattan
Bard Athletic Center,6,Fitness & Instruction,2.8,"50 Haven Ave, Columbia University Medical Center, New York, NY 10032",10032,(212) 304-7010,40.843465863036,-73.9432065104582,Manhattan
Planet Fitness,82,"Gyms, Trainers",2.3,"177 Dyckman St, New York, NY 10040",10040,(212) 304-4500,40.86445664266907,-73.92615,Manhattan
Free Weight Club,2,Gyms,4.0,"50 Haven Ave, Fl L1, New York, NY 10032",10032,,40.8429718,-73.9433289,Manhattan
Hudson Pilates,4,Pilates,3.5,"854 W 181st St, New York, NY 10033",10033,(212) 740-7178,40.85116813487,-73.9400043475285,Manhattan
NYP Employee Fitness Center,4,"Gyms, Weight Loss Centers",3.5,"627 W 165th St, Service Bldg, Fl 2, New York, NY 10032",10032,(212) 305-1800,40.8400874037556,-73.9418566972017,Manhattan
Blink Fitness - Mt Eden,13,"Gyms, Trainers",2.9,"1490 Macombs Rd, Bronx, NY 10452",10452,(718) 304-1207,40.8427296432417,-73.9176604111685,The Bronx
Jai Wellness NYC,6,"Trainers, Yoga, Pilates",4.8,"Washington Heights, New York, NY 10033",10033,(917) 364-1128,40.841847,-73.939257,Manhattan
Brutalboxx Crossfit Boogiedown,5,Gyms,5.0,"1753 Jerome Ave, Bronx, NY 10453",10453,(718) 629-8741,40.84807,-73.91232,The Bronx
Retro Fitness,13,Gyms,2.3,"1231 Edward L Grant Hwy, Bronx, NY 10452",10452,(917) 688-1669,40.83676,-73.92256,The Bronx
24 Hour Fitness - Englewood Cliffs,89,"Gyms, Trainers",2.6,"150 Sylvan Ave, Englewood Cliffs, NJ 07632",7632,(201) 408-0029,40.8701447208896,-73.95680776990585,
Hua Kang Qi-Gong & Tui-Na,92,"Massage, Qi Gong, Tui Na",4.0,"723B W 181st St, New York, NY 10033",10033,(212) 781-5888,40.8506984985141,-73.9368927933219,Manhattan
Tatequieto Boxing,2,Boxing,5.0,"1082 Woodycrest Ave, ste 1B, Bronx, NY 10452",10452,(347) 208-1657,40.83457708,-73.9264322,The Bronx
Stretch Dance Fit NYC,1,"Trainers, Dance Studios",5.0,"260 Fort Washington Ave, New York, NY 10032",10032,(929) 254-4696,40.843727,-73.940963,Manhattan
Pilates In The Heights,7,Pilates,4.7,"New York, NY 10032",10032,(212) 568-4907,40.8393335545521,-73.9430522918701,Manhattan
Yogiando NYC,6,Yoga,4.8,"715 W 179th St, New York, NY 10033",10033,(212) 928-7635,40.8493,-73.93834,Manhattan
Creative Fitness NYC,1,Trainers,5.0,"New York, NY 10034",10034,(917) 791-7119,40.867153191100094,-73.92410450304858,Manhattan
Brazilian Jiu Jitsu of Washington Heights,1,"Brazilian Jiu-Jitsu, Self-Defense Classes",5.0,"4450 Bdwy, 2nd Fl, Manhattan, New York, NY 10040",10040,(201) 256-5481,40.8563332,-73.9325136,Manhattan
New York Kyudo Dokokai,2,"Archery, Martial Arts",5.0,"178 Bennett Ave, New York, NY 10040",10040,(917) 710-1844,40.85602,-73.93438,Manhattan
HIIT Man Fitness,0,"Boot Camps, Weight Loss Centers, Trainers",0.0,"500 W 160th St, New York, NY 10032",10032,(917) 409-8544,40.83485,-73.9412,Manhattan
Planet Fitness,8,"Gyms, Trainers",1.8,"1370 Jerome Ave, Bronx, NY 10452",10452,(718) 933-4672,40.839739700956024,-73.91768267179296,The Bronx
Aikido Up Here,1,Martial Arts,5.0,"3 Henshaw St, New York, NY 10034",10034,(646) 483-8700,40.8665982,-73.930288,Manhattan
The Fitness Detective,0,Trainers,0.0,"New York, NY 10033",10033,(718) 261-3361,40.85058,-73.93533,Manhattan
Shintaiki-Ji NY Okinawan Goju Ryu Karate Do,0,"Martial Arts, Yoga, Self-Defense Classes",0.0,"564 B W 188th St, New York, NY 10040",10040,(347) 873-5641,40.853416,-73.930145,Manhattan
Muzosa Bujinkan Dojo,3,Martial Arts,5.0,"551 Fort Washington Ave, New York, NY 10033",10033,(646) 820-3656,40.8536296,-73.9376856,Manhattan
Ultimate Champions Taekwondo Washington Heights,1,Taekwondo,5.0,"638 West 174 St, New York, NY 10014",10014,(212) 740-5425,40.84543,-73.93904,Manhattan
Dr. B's Academy,0,"Specialty Schools, Yoga",0.0,"12 Dongan Pl, New York, NY 10040",10040,(917) 348-9105,40.863594,-73.929512,Manhattan
Ebony Halfacre,0,"Trainers, Gyms, Nutritionists",0.0,"Bronx, NY 10453",10453,(347) 376-6980,40.85224858199131,-73.91358140516029,The Bronx
Higher Physical Therapy,4,"Physical Therapy, Medical Spas, Pilates",4.0,"427 Fort Washington Ave, New York, NY 10033",10033,(917) 600-4627,40.849482,-73.939033,Manhattan
Nieves Latin Dance Studio,8,Dance Studios,3.8,"1215 Morris Ave, Bronx, NY 10456",10456,(718) 590-9000,40.833573,-73.9140956,The Bronx
New Settlement Community Center,8,"Recreation Centers, Yoga, Martial Arts",3.4,"1501 Jerome Ave, New York, NY 10452",10452,(718) 758-5901,40.8423881095891,-73.9161137746703,The Bronx
Quantum Elite Training,0,"Trainers, Yoga",0.0,"735 W 172 St Bsmt, Ste 4, Manhattan, NY 10032",10032,(347) 355-5850,40.845481,-73.942067,Manhattan
Body By Ayman,4,Gyms,5.0,"200 Sylvan Ave, Ste 29, Englewood Cliffs, NJ 07632",7632,(201) 312-5282,40.8711281,-73.9554214,
Dance Project of Washington Heights,0,"Dance Studios, Dance Schools, Venues & Event Spaces",0.0,"350 Fort Washington Ave, New York, NY 10033",10033,(646) 410-0356,40.84692,-73.93972,Manhattan
Fuerza Dance Studio,0,Dance Studios,0.0,"148 Post Ave, Ste 210, New York, NY 10034",10034,(917) 262-0529,40.86513,-73.9189,Manhattan
Get Phyzical,0,Trainers,0.0,"New York, NY 10033",10033,(646) 203-5485,40.85055827347889,-73.93396276747362,Manhattan
DnG Wellness Center,1,"Gyms, Trainers, Saunas",5.0,"41 Sylvan Ave, Ste 4, Englewood Cliffs, NJ 07632",7632,(201) 937-5467,40.8675,-73.95843,
Prescription Personal Training,3,Trainers,5.0,"30 Rogers Ave, Brooklyn, NY 11216",11216,(347) 352-2298,40.675833,-73.9529357,Brooklyn
Mythic PAK MEI Kung Fu,1,"Martial Arts, Self-Defense Classes",5.0,"2178 Amsterdam Ave, New York, NY 10032",10032,(347) 625-9687,40.83983,-73.93717,Manhattan
White Teeth and Aesthetics NYC,0,"Medical Spas, Body Contouring, Weight Loss Centers",0.0,"New York, NY 10040",10040,(347) 961-7428,40.85819915266784,-73.9304797911926,Manhattan
Mold Fitness,0,"Trainers, Boxing",0.0,"New York, NY 10040",10040,(646) 538-8431,40.85819915266784,-73.9304797911926,Manhattan
Warriors Taekwondo,0,Taekwondo,0.0,"3859 10th Ave, Fl 2, New York, NY 10034",10034,(212) 567-5767,40.8639045,-73.9189859,Manhattan
Tree Classic Pilates,0,Pilates,0.0,"120 Sylvan Ave, Ste 104, Englewood Cliffs, NJ 07632",7632,(201) 608-5010,40.8693155556364,-73.9581164,
187Fitness,4,"Gyms, Boxing",5.0,"4470 Broadway, Ste 1, New York, NY 10040",10040,(646) 281-7085,40.8571,-73.93222,Manhattan
YM & YWHA of Washington Heights & Inwood,3,"Gyms, Preschools, Summer Camps",5.0,"54 Nagle Ave, New York, NY 10040",10040,(212) 569-6200,40.860161,-73.929499,Manhattan
Uptown Movement ,2,"Circuit Training Gyms, Yoga, Trainers",5.0,"219 Sherman Ave, New York, NY 10034",10034,(646) 893-8997,40.86546,-73.92044,Manhattan
Studio In The Heights,14,"Trainers, Barre Classes",4.7,"500 Fort Washington Ave, New York, NY 10033",10033,(917) 521-1454,40.851788,-73.937576,Manhattan
Planet Fitness,82,"Gyms, Trainers",2.3,"177 Dyckman St, New York, NY 10040",10040,(212) 304-4500,40.86445664266907,-73.92615,Manhattan
Blink Fitness - Washington Heights,70,"Gyms, Trainers",2.7,"4200 Broadway, Ste 1.3, New York, NY 10033",10033,(347) 338-6465,40.848562,-73.936941,Manhattan
Planet Fitness,59,"Gyms, Trainers",2.5,"4168 Broadway, New York, NY 10033",10033,(646) 216-3150,40.84730727908387,-73.93780419517168,Manhattan
Planet Fitness,101,"Gyms, Trainers",2.4,"3799 Broadway, New York, NY 10032",10032,(212) 336-0830,40.83462110833547,-73.94491394290192,Manhattan
Drip Sweat,10,"Juice Bars & Smoothies, Trainers, Circuit Training Gyms",5.0,"2178 Amsterdam Ave, New York, NY 10032",10032,(917) 265-8143,40.8398296,-73.9371705,Manhattan
Bard Athletic Center,6,Fitness & Instruction,2.8,"50 Haven Ave, Columbia University Medical Center, New York, NY 10032",10032,(212) 304-7010,40.843465863036,-73.9432065104582,Manhattan
Free Weight Club,2,Gyms,4.0,"50 Haven Ave, Fl L1, New York, NY 10032",10032,,40.8429718,-73.9433289,Manhattan
NYP Employee Fitness Center,4,"Gyms, Weight Loss Centers",3.5,"627 W 165th St, Service Bldg, Fl 2, New York, NY 10032",10032,(212) 305-1800,40.8400874037556,-73.9418566972017,Manhattan
Blink Fitness - Concourse Village,51,"Gyms, Trainers",3.4,"820 Concourse Vlg W, Bronx, NY 10451",10451,(718) 704-1600,40.82518468543064,-73.92182500042247,The Bronx
Blink Fitness - Riverdale,59,"Gyms, Trainers",3.2,"5520 Broadway, Bronx, NY 10463",10463,(347) 532-7700,40.877271495944626,-73.90559491338075,The Bronx
The Whitehall Club,13,Gyms,3.5,"3333 Henry Hudson Pkwy, Bsmt 2, Bronx, NY 10463",10463,(718) 796-2100,40.885694,-73.913903,The Bronx
Blink Fitness - Mt Eden,13,"Gyms, Trainers",2.9,"1490 Macombs Rd, Bronx, NY 10452",10452,(718) 304-1207,40.8427296432417,-73.9176604111685,The Bronx
Hudson Pilates,4,Pilates,3.5,"854 W 181st St, New York, NY 10033",10033,(212) 740-7178,40.85116813487,-73.9400043475285,Manhattan
TCR The Club of Riverdale,53,"Gyms, Day Spas, Swimming Pools",2.6,"2600 Netherland Ave, Bronx, NY 10463",10463,(718) 796-9099,40.8786087,-73.9147873,The Bronx
Planet Fitness,69,"Gyms, Trainers",2.6,"82 W 225th St, Bronx, NY 10463",10463,(718) 933-9300,40.873995472826856,-73.90939776114762,The Bronx
Momentum Fitness,57,"Physical Therapy, Trainers, Gyms",4.9,"246 Columbus Ave, New York, NY 10023",10023,(917) 426-3492,40.777197,-73.979328,Manhattan
Jai Wellness NYC,6,"Trainers, Yoga, Pilates",4.8,"Washington Heights, New York, NY 10033",10033,(917) 364-1128,40.841847,-73.939257,Manhattan
Brutalboxx Crossfit Boogiedown,5,Gyms,5.0,"1753 Jerome Ave, Bronx, NY 10453",10453,(718) 629-8741,40.84807,-73.91232,The Bronx
24 Hour Fitness - Englewood Cliffs,89,"Gyms, Trainers",2.6,"150 Sylvan Ave, Englewood Cliffs, NJ 07632",7632,(201) 408-0029,40.8701447208896,-73.95680776990585,
Retro Fitness,13,Gyms,2.3,"1231 Edward L Grant Hwy, Bronx, NY 10452",10452,(917) 688-1669,40.83676,-73.92256,The Bronx
Inwood Boxing Academy,1,"Boxing, Trainers",1.0,"5500 Broadway, Bronx, NY 10463",10463,(212) 304-1043,40.87686,-73.90603,The Bronx
Link Fitness,4,"Trainers, Boot Camps, Gyms",4.0,"679 Riverside Dr, Manhattan, NY 10031",10031,(914) 602-6990,40.8248856354445,-73.9572833470825,Manhattan
Creative Fitness NYC,1,Trainers,5.0,"New York, NY 10034",10034,(917) 791-7119,40.867153191100094,-73.92410450304858,Manhattan
GS Fitness Bootcamp,3,"Boot Camps, Trainers",5.0,"520 8th Ave, Fl 16, New York, NY 10018",10018,(646) 389-3663,40.8288782128166,-73.9434814453125,Manhattan
Aikido Up Here,1,Martial Arts,5.0,"3 Henshaw St, New York, NY 10034",10034,(646) 483-8700,40.8665982,-73.930288,Manhattan
UpDog Studios - Harlem,85,"Yoga, Pilates",4.6,"501 W 145th St, Fl 3, New York, NY 10031",10031,(914) 996-7071,40.8256813556195,-73.9481024793457,Manhattan
Tatequieto Boxing,2,Boxing,5.0,"1082 Woodycrest Ave, ste 1B, Bronx, NY 10452",10452,(347) 208-1657,40.83457708,-73.9264322,The Bronx
Belles Fitness,0,Fitness & Instruction,0.0,"600 W 146th St, New York, NY 10031",10031,(646) 783-8231,40.8270748,-73.9503789,Manhattan
Soul Fit NYC,1,"Trainers, Yoga, Massage",5.0,"New York, NY 10031",10031,(646) 295-5907,40.8268890380859,-73.9496231079102,Manhattan
Retro Fitness,41,"Gyms, Trainers, Juice Bars & Smoothies",4.0,"2 Executive Dr, Fort Lee, NJ 07024",7024,(201) 944-9495,40.86551,-73.97278,
Dr. B's Academy,0,"Specialty Schools, Yoga",0.0,"12 Dongan Pl, New York, NY 10040",10040,(917) 348-9105,40.863594,-73.929512,Manhattan
Pilates In The Heights,7,Pilates,4.7,"New York, NY 10032",10032,(212) 568-4907,40.8393335545521,-73.9430522918701,Manhattan
Champion Gym,2,"Gyms, Trainers",5.0,"35 S Van Brunt St, Ste 6, Englewood, NJ 07631",7631,(201) 970-5533,40.893132,-73.976284,
One Yoga For All,19,"Yoga, Meditation Centers",4.8,"3264 Johnson Ave, Bronx, NY 10463",10463,(646) 598-6093,40.885354,-73.909901,The Bronx
Stretch Dance Fit NYC,1,"Trainers, Dance Studios",5.0,"260 Fort Washington Ave, New York, NY 10032",10032,(929) 254-4696,40.843727,-73.940963,Manhattan
Impact Fort Lee,4,"Interval Training Gyms, Barre Classes, Pilates",4.8,"1627 Palisade Ave, Fort Lee, NJ 07024",7024,,40.84998,-73.9692,
Rumble Boxing,29,"Boxing, Interval Training Gyms",4.1,"51 Nathaniel Pl, Englewood, NJ 07631",7631,(201) 408-4439,40.8960196,-73.9744399,
OPEX Riverdale,2,"Gyms, Trainers, Nutritionists",5.0,"3603 Fieldston Rd, Bronx, NY 10463",10463,(914) 441-3734,40.8862209035913,-73.9069660657279,The Bronx
Blink Fitness,2,"Gyms, Trainers",2.5,"2465 Jerome Ave, Bronx, NY 10468",10468,(929) 526-4225,40.86304270904845,-73.90124310424417,The Bronx
UpFit Training Academy,21,"Trainers, Weight Loss Centers, Nutritionists",5.0,"119 W 30th St, New York, NY 10001",10001,(917) 979-9172,40.747786,-73.990487,Manhattan
V I P 1 To 1 Fitness Center,12,"Gyms, Trainers, Boot Camps",5.0,"1620 Lemoine Ave, Fort Lee, NJ 07024",7024,(201) 947-2003,40.8504999,-73.97026,
TBT Fitness  Studios,20,"Trainers, Gyms",4.8,"2035 Hudson St, Fort Lee, NJ 07024",7024,(201) 292-3740,40.8512372,-73.9690794,
Blink Fitness - East Tremont,7,"Gyms, Trainers",2.6,"645 E Tremont Ave, Bronx, NY 10457",10457,(917) 719-8810,40.8459605,-73.8918944,The Bronx
HIIT Man Fitness,0,"Boot Camps, Weight Loss Centers, Trainers",0.0,"500 W 160th St, New York, NY 10032",10032,(917) 409-8544,40.83485,-73.9412,Manhattan
The Fitness Detective,0,Trainers,0.0,"New York, NY 10033",10033,(718) 261-3361,40.85058,-73.93533,Manhattan
Hua Kang Qi-Gong & Tui-Na,92,"Massage, Qi Gong, Tui Na",4.0,"723B W 181st St, New York, NY 10033",10033,(212) 781-5888,40.8506984985141,-73.9368927933219,Manhattan
Planet Fitness,51,"Gyms, Trainers",2.9,"520 E 117th St, New York, NY 10035",10035,(212) 894-4710,40.795235,-73.931244,Manhattan
JDI Barbell,18,"Gyms, Nutritionists, Yoga",4.8,"1767 Park Ave, New York, NY 10035",10035,(347) 477-0089,40.80350966230704,-73.94001688835552,Manhattan
Blink Fitness - 116th,125,"Gyms, Trainers",2.6,"27 W 116th St, New York, NY 10026",10026,(646) 561-5454,40.801351,-73.94763,Manhattan
The Monterey Health Club,5,Gyms,3.8,"175 E 96th St, New York, NY 10128",10128,(212) 996-8200,40.78557,-73.94975,Manhattan
New York Sports Club,25,Gyms,3.0,"1637 3rd Ave, New York, NY 10128",10128,(212) 987-7200,40.78223,-73.95092249999999,Manhattan
New York Sports Club,12,Gyms,2.1,"303 West 145th St, New York, NY 10039",10039,(212) 234-0016,40.823144,-73.9422,Manhattan
Harlem Kettlebell Club,5,"Trainers, Gyms",5.0,"1775 Madison Ave, New York, NY 10035",10035,,40.800266,-73.944307,Manhattan
Blink Fitness - 125th,148,"Gyms, Trainers",2.9,"301 W 125th St, New York, NY 10027",10027,(646) 253-9700,40.81054,-73.951461,Manhattan
Core Fitness,13,"Gyms, Trainers",4.5,"12 E 86th St, New York, NY 10028",10028,(917) 293-9241,40.78099,-73.95953,Manhattan
Equinox East 92nd Street,79,"Gyms, Sports Clubs, Day Spas",3.8,"203 East 92nd St, New York, NY 10128",10128,(212) 671-1884,40.7826652526855,-73.950309753418,Manhattan
New York Sports Club,23,Gyms,1.7,"2311 Frederick Douglass Blvd, New York, NY 10027",10027,(212) 316-2500,40.8098,-73.95167,Manhattan
befitnyc,32,"Trainers, Gyms, Cardio Classes",4.7,"2726 Broadway, Fl 2, New York, NY 10025",10025,(646) 666-0978,40.799915,-73.967651,Manhattan
Blink Fitness - The Hub,15,"Gyms, Trainers",3.3,"570 Melrose Ave, Bronx, NY 10455",10455,(347) 338-6459,40.816788264688,-73.91718841383113,The Bronx
Liberated Fitness,13,Gyms,4.5,"1005 Columbus Ave, New York, NY 10025",10025,(857) 891-6133,40.8013887,-73.9611277,Manhattan
"The 92nd Street Y, New York May Center",58,"Gyms, Swimming Pools, Summer Camps",3.3,"1395 Lexington Ave, New York, NY 10128",10128,(212) 415-5729,40.782939,-73.952516,Manhattan
Women's World of Boxing,38,Boxing,4.5,"2147 2nd Ave, New York, NY 10029",10029,(646) 927-4555,40.7936018,-73.9406727,Manhattan
Planet Fitness,141,"Gyms, Trainers",2.6,"208 W 125th St, New York, NY 10027",10027,(212) 497-2644,40.80896386868694,-73.94909086985948,Manhattan
Crunch Fitness - 83rd Street,210,"Gyms, Trainers, Yoga",2.8,"162 West 83rd St, New York, NY 10024",10024,(212) 875-1902,40.785232,-73.975887,Manhattan
Crunch Fitness - 81st Street,148,"Gyms, Trainers",2.6,"1438 3rd Ave, New York, NY 10028",10028,(212) 879-6013,40.77608245,-73.95638451,Manhattan
JTW Fit,23,"Boxing, Boot Camps",4.8,"2235 Adam Clayton Powell Jr Blvd, New York, NY 10027",10027,(203) 936-8326,40.813054,-73.944908,Manhattan
Columbia University Dodge Fitness Center,51,"Trainers, Gyms, Swimming Pools",2.0,"Columbia University, 3030 Broadway, New York, NY 10027",10027,(212) 854-2546,40.810399,-73.962067,Manhattan
Asphalt Green - Upper East Side,165,Swimming Pools,2.8,"555 E 90th St, New York, NY 10128",10128,(212) 369-8890,40.779142,-73.944338,Manhattan
Synergy Fitness Clubs,148,"Gyms, Yoga, Trainers",2.3,"1781 2nd Ave, New York, NY 10128",10128,(212) 426-0909,40.78224034438037,-73.9489338,Manhattan
"Benswic, Inc",9,"Gyms, Trainers, Summer Camps",5.0,"2473 Frederick Douglass, Blvd Fl 1, New York, NY 10027",10027,(917) 659-3549,40.8149829,-73.947843,Manhattan
Harlem Branch YMCA,40,"Gyms, Child Care & Day Care",3.0,"180 W 135th St, New York, NY 10030",10030,(212) 912-2100,40.81467958973169,-73.9429395,Manhattan
Hollywood Fitness Studios,0,Aerial Fitness,0.0,"2312 1st Ave, New York, NY 10035",10035,(917) 574-5800,40.79764,-73.93399,Manhattan
The Borough,0,Gyms,0.0,"156 E 100th St, New York, NY 10029",10029,(646) 476-5585,40.78812,-73.94859,Manhattan
Normandie Club,15,"Gyms, Swimming Pools, Yoga",3.4,"225 E 95th St, New York, NY 10128",10128,(212) 735-6200,40.78431,-73.94855,Manhattan
New York Sports Club,40,Gyms,2.3,"2527 Broadway, New York, NY 10025",10025,(212) 665-0009,40.79376,-73.97278,Manhattan
Barry's East 86th,4,"Gyms, Trainers",4.5,"237 E 86th St, New York, NY 10028",10028,(212) 334-1362,40.77845031139562,-73.95239339999999,Manhattan
2 Legends NYC,1,"Gyms, Trainers, Boot Camps",5.0,"111 Bruckner Blvd, The Bronx, NY 10454",10454,,40.80491465311965,-73.92250239977533,The Bronx
Hansborough Recreation Center - NYC Parks Dept.,18,"Swimming Pools, Recreation Centers",3.8,"35 W 134th St, New York, NY 10037",10037,(212) 234-9603,40.8128280639648,-73.9393157958984,Manhattan
CompleteBody Midtown East,79,"Gyms, Swimming Pools, Saunas",4.2,"301 E 57th St, New York, NY 10022",10022,(212) 777-7703,40.7593798,-73.9646707,Manhattan
The LIV Method - Upper East Side,2,"Interval Training Gyms, Trainers",5.0,"157 E 86th St, Fl 3, New York, NY 10028",10028,(917) 671-0542,40.77946911572191,-73.95473281862128,Manhattan
Life Time,7,"Gyms, Trainers, Yoga",3.0,"110 W 56th St, New York, NY 10019",10019,(212) 547-4800,40.76489,-73.97812,Manhattan
Rock Fitness,35,Gyms,3.0,"22-06 31st St, Astoria, NY 11105",11105,(718) 204-1400,40.7760647,-73.9110138,Queens
Crunch Fitness - 66th Street,77,"Trainers, Gyms, Yoga",3.3,"1131 Third Ave, New York, NY 10065",10065,(646) 747-1810,40.76617906018201,-73.96299940204582,
New York Sports Club,32,Gyms,1.9,"23 West 73rd St, New York, NY 10023",10023,(212) 496-6300,40.77752,-73.97661,Manhattan
PushLab Fitness,92,"Trainers, Interval Training Gyms",4.8,"249 East 77th St, New York, NY 10075",10075,(646) 643-2357,40.77235879644719,-73.95646345611371,
Pouncing Tigers,33,"Boxing, Kickboxing",4.6,"2032 2nd Ave, New York, NY 10029",10029,(646) 882-0405,40.7895827,-73.9429395,Manhattan
Fit Theorem - Harlem,99,"Gyms, Kickboxing",3.5,"47 W 116th St, New York, NY 10026",10026,(347) 344-6220,40.80172659999999,-73.9484543,Manhattan
New York Sports Club,34,Gyms,2.6,"248 West 80th St, New York, NY 10024",10024,(212) 873-1500,40.784512,-73.980003,Manhattan
Equinox,7,"Trainers, Gyms, Pilates",3.0,"30 E 85th St, New York, NY 10028",10028,(212) 501-1490,40.78017,-73.95955,Manhattan
Success Fitness Studio,6,"Gyms, Trainers",5.0,"62 E 88th St, New York, NY 10128",10128,(646) 430-0733,40.7817497,-73.9572754,Manhattan
Lionheart Fitness Studio,3,"Trainers, Boxing, Massage Therapy",5.0,"200 W 106th St, New York, NY 10025",10025,(917) 810-7132,40.80044,-73.96611,Manhattan
Blink Fitness - Concourse Village,51,"Gyms, Trainers",3.4,"820 Concourse Vlg W, Bronx, NY 10451",10451,(718) 704-1600,40.82518468543064,-73.92182500042247,The Bronx
NuYu Revolution,28,"Gyms, Pilates, Yoga",4.8,"2637 Broadway, 2nd Fl, New York, NY 10025",10025,(212) 663-1114,40.79722,-73.97025,Manhattan
